311907658150072322	negative	So und nun #Papst bis zum Abwinken, ich mach mal Twitter und Fernsehen aus ;-)	so und nun #Papst bis zu Abwinken, ich machen mal Twitter und Fernsehen aus ;-)	ADV KON ADV NN KON APPRART NN PPER VVIMP ADV NN KON NN APPR $(	9/MO 1/CD 4/MO 2/CJ 2/CD 5/CJ 6/NK 6/SB 0/-- 9/MO 9/OA 11/CD 12/CJ 9/MO 14/--	Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_2::Anaphref=empty|gender=masc|Target::markable_2::Preferred=true|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=dat|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=pl _ case=nom|gender=fem|num=pl _ EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false
311948937328222208	positive	@oecan_ @thisisTQ Man könnte den Eindruck bekommen, Til Schweiger ist jetzt Papst... ;-)	@oecan_ @thisisTQ man können die Eindruck bekommen, Til Schweiger sein jetzt Papst... ;-)	NN NE PIS VMFIN ART NN NE NE NN VAFIN ADV NN $(	0/-- 0/-- 4/SB 0/-- 6/NK 9/AG 8/PNC 6/NK 10/SB 4/MO 10/MO 10/PD 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=subj case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::Polarity=positive|EmoExpression::markable_4::EmoExpression=True
311835939909541888	negative	Ich bin ja nur Papst geworden weil ich damals beim Konklave "Reise nach Jerusalem" verloren habe. :(	ich sein ja nur Papst werden weil ich damals bei Konklave "Reise nach Jerusalem" verlieren habe. :(	PPER VAFIN ADV ADV NN VAPP KOUS PPER ADV APPRART NN NN APPR NN VVFIN ADJA NN	2/SB 0/-- 6/MO 6/MO 6/PD 2/OC 16/CP 16/SB 15/MO 15/MO 10/NK 11/NK 11/MNR 13/NK 16/OC 6/SB 0/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=acc|gender=masc|num=sg _ _ case=nom|*=True|num=sg|pers=1 _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|*=True|num=sg _ case=dat|gender=neut|num=sg _ gender=masc|*=True|num=sg|pos=True EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=negative
311911823802789889	positive	@ginoutz keine Ahnung... ich gucke ja nicht. :) #Papst #Wei	@ginoutz keine Ahnung... ich gucken ja nicht. :) #Papst #Wei	NN PIAT NN PPER VVFIN ADV ADJA ADJA NN ADJD	0/-- 3/NK 0/-- 5/SB 0/-- 5/MO 5/MO 9/NK 0/-- 9/PD	case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ EmoExpression::markable_6::Sarcasm=false|EmoExpression::markable_6::Uncertain=false|EmoExpression::markable_6::Intensity=medium|EmoExpression::markable_6::SubjectiveFact=false|EmoExpression::markable_6::Polarity=positive|EmoExpression::markable_6::EmoExpression=True pers=2|num=sg|tense=pres|mood=ind pos=True
311918156706889729	negative	Auweia! Jetzt sind die Brasilianer aber angepisst :-( #papst	Auweia! jetzt sein die Brasilianer aber anpissen :-( #papst	NN ADV VAFIN ART NN ADV VVPP $( NN	0/-- 7/MO 0/-- 5/NK 3/SB 7/MO 3/OC 7/-- 7/OA	case=nom|gender=fem|num=sg|Sentiment::markable_7::Sentiment=True Sentiment::markable_7::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_7::Sentiment=True case=nom|Target::markable_8::Target=True|num=pl|Sentiment::markable_7::Sentiment=True|Target::markable_8::Anaphref=empty|gender=masc|Target::markable_8::Preferred=true case=nom|gender=masc|num=pl|Target::markable_8::Target=True|Sentiment::markable_7::Sentiment=True Sentiment::markable_7::Sentiment=True EmoExpression::markable_9::Uncertain=false|EmoExpression::markable_9::Polarity=negative|EmoExpression::markable_9::Sarcasm=false|Sentiment::markable_7::Sentiment=True|EmoExpression::markable_9::Intensity=medium|EmoExpression::markable_9::SubjectiveFact=false|EmoExpression::markable_9::EmoExpression=True EmoExpression::markable_100500192::Uncertain=false|EmoExpression::markable_100500192::Intensity=medium|Sentiment::markable_7::Sentiment=True|EmoExpression::markable_100500192::SubjectiveFact=false|EmoExpression::markable_100500192::Polarity=negative|EmoExpression::markable_100500192::EmoExpression=True|EmoExpression::markable_100500192::Sarcasm=false _
311923777149751297	positive	@elvchen aber hallo und der Papst sitzt in der ersten Reihe ;-) :-D	@elvchen aber hallo und die Papst sitzen in die erst Reihe ;-) :-D	ADJD KON ITJ KON ART NN VVFIN APPR ART ADJA NN $( NN	0/-- 7/JU 7/DM 7/CD 6/NK 7/SB 0/-- 7/MO 11/NK 11/NK 8/NK 11/-- 11/CJ	_ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_11::Sarcasm=false|EmoExpression::markable_11::SubjectiveFact=false|gender=fem|EmoExpression::markable_11::EmoExpression=True|EmoExpression::markable_11::Intensity=medium|num=sg|EmoExpression::markable_11::Polarity=positive|comp=True|EmoExpression::markable_11::Uncertain=false case=dat|EmoExpression::markable_12::Uncertain=false|EmoExpression::markable_12::SubjectiveFact=false|gender=fem|EmoExpression::markable_12::EmoExpression=True|num=sg|EmoExpression::markable_12::Polarity=positive|EmoExpression::markable_12::Sarcasm=false|EmoExpression::markable_12::Intensity=medium
311830847240171520	positive	Treffen sich zwei Päpste... Oh, ab demnächst ist das ja gar nicht mehr so unwahrscheinlich :) #Papst	Treffen sich zwei Päpste... Oh, ab demnächst sein die ja gar nicht mehr so unwahrscheinlich :) #Papst	NN PRF CARD ADJA NE APPR ADV VAFIN PDS ADV ADV PTKNEG ADV ADV ADJD ADJA NN	4/SB 4/OA 4/NK 0/-- 8/DA 8/MO 6/NK 0/-- 8/SB 8/MO 12/MO 8/NG 12/MO 15/MO 16/MO 17/NK 8/PD	case=nom|gender=neut|num=sg case=acc|pers=3|num=sg _ gender=fem|*=True|num=sg|pos=True case=nom|*=True|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ _ _ _ _ pos=True case=dat|EmoExpression::markable_13::EmoExpression=True|gender=masc|pos=True|num=sg|EmoExpression::markable_13::Polarity=positive|EmoExpression::markable_13::Uncertain=false|EmoExpression::markable_13::Intensity=medium|EmoExpression::markable_13::Sarcasm=false|EmoExpression::markable_13::SubjectiveFact=false case=dat|gender=masc|num=sg
311918748091170816	positive	@xTanjax Das war noch nicht der Papst ;-)	@xTanjax die sein noch nicht die Papst ;-)	NN PDS VAFIN ADV PTKNEG ART NN $(	0/-- 3/SB 0/-- 5/MO 3/NG 7/NK 3/PD 7/--	case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_14::Polarity=positive|EmoExpression::markable_14::Sarcasm=false|EmoExpression::markable_14::SubjectiveFact=false|EmoExpression::markable_14::Uncertain=false|EmoExpression::markable_14::Intensity=medium|EmoExpression::markable_14::EmoExpression=True
311916502221737985	positive	'habemus papam' we have a popa, wir haben einen papst! :)	'habemus papam' we have a popa, wir haben eine papst! :)	NN ADJA NE ADJA FM NE PPER VAFIN ART ADJA ADJA	2/MO 0/-- 6/PNC 6/PNC 6/PNC 2/SB 8/SB 2/RC 10/NK 8/OC 0/--	Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True pers=1|num=pl|tense=pres|mood=ind|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True case=nom|pers=1|num=pl|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True|*=True pers=1|num=pl|tense=pres|mood=ind|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_15::Sentiment=True EmoExpression::markable_16::Polarity=positive|EmoExpression::markable_16::Sarcasm=false|EmoExpression::markable_16::EmoExpression=True|Sentiment::markable_15::Sentiment=True|EmoExpression::markable_16::Uncertain=false|EmoExpression::markable_16::SubjectiveFact=false|EmoExpression::markable_16::Intensity=medium
311882272737484800	positive	Ich glaub, die #Möwe auf dem Schornstein trended gleich ;-). #konklave #papst	ich glaub, die #Möwe auf die Schornstein trended gleich ;-). #konklave #papst	PPER VVFIN ART NN APPR ART NN ADJD ADJD ADJA NN NN	2/SB 0/-- 4/NK 2/OA 2/MO 7/NK 5/NK 2/MO 10/MO 2/MO 0/-- 11/NK	case=nom|Sentiment::markable_18::Sarcasm=false|Sentiment::markable_18::Intensity=medium|*=True|pers=1|num=sg|Source::markable_19::Anaphref=empty|Sentiment::markable_18::Polarity=positive|Sentiment::markable_18::Sentiment=True|Source::markable_19::Source=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_18::Sentiment=True case=acc|Target::markable_20::Target=True|num=sg|Sentiment::markable_18::Sentiment=True|Target::markable_20::Anaphref=empty|gender=fem|Target::markable_20::Preferred=true case=acc|gender=fem|num=sg|Sentiment::markable_18::Sentiment=True|Target::markable_20::Target=True Target::markable_20::Target=True|Sentiment::markable_18::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_18::Sentiment=True|Target::markable_20::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_18::Sentiment=True|Target::markable_20::Target=True Target::markable_20::Target=True|pos=True|Sentiment::markable_18::Sentiment=True Target::markable_20::Target=True|Sentiment::markable_18::Sentiment=True case=dat|gender=masc|num=sg|pos=True case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl
311918277322473472	positive	Naja so wirklich jünger is er halt nicht, aber naja.. Jetzt wisse mal des auch :) #Papst	Naja so wirklich jung is er halt nicht, aber naja.. jetzt wissen mal die auch :) #Papst	NN ADV ADJD ADJD NE PPER ADV NE KON NE ADV VVFIN ADV ART ADV ADJA NN	4/MO 4/MO 4/MO 5/NK 0/-- 5/SB 6/MO 5/CJ 8/CD 9/CJ 12/MO 0/-- 12/MO 17/NK 16/MO 17/NK 11/AG	_ _ pos=True comp=True _ case=nom|gender=masc|num=sg|pers=3 _ _ _ _ _ pers=3|num=sg|tense=pres|mood=subj _ case=gen|gender=masc|num=sg _ case=gen|EmoExpression::markable_22::Uncertain=false|EmoExpression::markable_22::Intensity=medium|EmoExpression::markable_22::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_22::EmoExpression=True|num=sg|EmoExpression::markable_22::SubjectiveFact=false|EmoExpression::markable_22::Polarity=positive case=gen|gender=masc|num=sg
