323160784513429506	negative	@ugath Ich würde NIEMALS Wahlkampf mit Feinden unserer Verfassung machen! Das geht nach hinten los! SPD und Grüne für mich unwählbar!	@ugath ich werden niemals Wahlkampf mit Feind unser Verfassung machen! die gehen nach hinten los! SPD und Grüne für ich unwählbar!	NN PPER VAFIN ADV NN APPR NN PPOSAT NN VVFIN PDS VVFIN APPR ADV ADJA NE KON NN APPR PPER ADJA	0/-- 3/SB 0/-- 10/MO 10/OA 5/MNR 6/NK 9/NK 7/AG 3/OC 12/SB 0/-- 12/MO 13/NK 12/MO 21/SB 16/CD 17/CJ 21/MO 19/NK 0/--	case=nom|gender=fem|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=subj _ case=acc|gender=masc|num=sg _ case=dat|EmoExpression::markable_10406594::SubjectiveFact=false|EmoExpression::markable_10406594::Sarcasm=false|EmoExpression::markable_10406594::Polarity=negative|gender=masc|EmoExpression::markable_10406594::Uncertain=false|num=pl|EmoExpression::markable_10406594::EmoExpression=True|EmoExpression::markable_10406594::Intensity=medium case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|Sentiment::markable_1::Intensity=medium|gender=fem|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Target::markable_2::Anaphref=empty|Sentiment::markable_1::Polarity=negative|Target::markable_2::Preferred=true|Target::markable_2::Target=True Sentiment::markable_1::Sentiment=True case=nom|num=pl|Target::markable_3::Target=True|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=acc|pers=1|num=sg|Sentiment::markable_1::Sentiment=True|Source::markable_4::Source=True|*=True|Source::markable_4::Anaphref=empty pos=True|Sentiment::markable_1::Sentiment=True
322788619901349888	neutral	Mach jetzt mit bei der Funny-Frisch Chips-Wahl und werde Chips-Tester! -&gt; http://t.co/8wuUXXV05d	machen jetzt mit bei die Funny-Frisch Chips-Wahl und werden Chips-Tester! -&gt; http://t.co/8wuUXXV05d	VVIMP ADV APPR APPR ART NE NN KON VAFIN NN ADJA NN	0/-- 1/MO 1/MO 1/MO 6/NK 4/NK 1/OA 1/CD 8/CJ 1/OA 12/NK 0/--	_ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=subj case=acc|gender=fem|num=pl case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|num=pl
322813599598907392	neutral	Achtung: Merkel und Cameron wollen uns an die Wäsche! http://t.co/OF1lSgqRZN	Achtung: Merkel und Cameron wollen wir an die Wäsche! http://t.co/OF1lSgqRZN	NN NE KON NE VMFIN PRF APPR ART NN NE	5/SB 1/NK 1/CD 3/CJ 0/-- 1/OA 5/MO 9/NK 7/NK 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|pers=1|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _
325738957281312769	positive	@red_hardliner vermutlich wäre das ähnlich, wie sich bei Clement, Sarrazin und Buschkowsky über die SPD zu informieren ;)	@red_hardliner vermutlich sein die ähnlich, wie sich bei Clement, Sarrazin und Buschkowsky über die SPD zu informieren ;)	NN ADV VAFIN PDS ADV KOUS PRF APPR NE NN KON NN APPR ART NE PTKZU VVINF VVFIN	0/-- 3/MO 0/-- 3/SB 18/MO 17/CM 17/OA 17/MO 10/PNC 8/NK 10/CD 11/CJ 17/MO 15/NK 13/NK 17/PM 18/OC 3/OC	case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|pers=3|num=pl _ case=dat|*=True|num=sg case=dat|*=True|num=sg _ case=dat|*=True|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ EmoExpression::markable_6::Sarcasm=false|EmoExpression::markable_6::Uncertain=false|EmoExpression::markable_6::Intensity=medium|EmoExpression::markable_6::SubjectiveFact=false|EmoExpression::markable_6::Polarity=positive|EmoExpression::markable_6::EmoExpression=True
335173396717502464	neutral	als absacker:"@TobiasHuch: Welche Regierung hat die Reaktorsicherheit wieder eingeführt? Antwort: #CDU / #FDP!" #kannstedirnetausdenken#twoff	als absacker:"@TobiasHuch: welche Regierung haben die Reaktorsicherheit wieder eingeführt? Antwort: #CDU / #FDP!" #kannstedirnetausdenken#twoff	KOKOM ADJD PIAT NN VAFIN ART NN ADV ADJA NN NN $( ADJD ADJA	2/CM 0/-- 4/NK 5/SB 0/-- 7/NK 5/SB 9/MO 5/MO 0/-- 10/NK 11/-- 10/PD 0/--	_ pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ pos=True _
317736569949810688	negative	Das muss doch mal gesagt werden! Wulff schon genug gestraft - Politik Inland - Bild.de http://t.co/6yECCHR0Cv	die müssen doch mal gesagt werden! Wulff schon genug strafen - Politik Inland - Bild.de http://t.co/6yECCHR0Cv	PDS VMFIN ADV ADV ADJD ADJA NE ADV ADV VVPP $( NN NN $( NN NE	2/SB 0/-- 2/MO 2/MO 6/MO 2/OC 10/SB 9/MO 10/MO 0/-- 10/-- 10/PAR 12/NK 13/-- 13/APP 15/NK	case=nom|EmoExpression::markable_10406595::Intensity=medium|EmoExpression::markable_10406595::SubjectiveFact=false|gender=neut|EmoExpression::markable_10406595::Sarcasm=false|num=sg|EmoExpression::markable_10406595::Polarity=negative|EmoExpression::markable_10406595::Uncertain=true|EmoExpression::markable_10406595::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind|EmoExpression::markable_10406595::EmoExpression=True EmoExpression::markable_10406595::EmoExpression=True EmoExpression::markable_10406595::EmoExpression=True EmoExpression::markable_10406595::EmoExpression=True _ case=nom|gender=masc|num=sg _ _ _ _ case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
338021608188936192	neutral	RT @coraxaroc: BER-Ausschuss Wowereit: Nicht alles muss öffentlich werden. http://t.co/MSbwvW95At Öhhhm. DOCH!	RT @coraxaroc: BER-Ausschuss Wowereit: nicht alle müssen öffentlich werden. http://t.co/MSbwvW95At Öhhhm. DOCH!	NE ADJA NN NE PTKNEG PIS VMFIN ADJD ADJA NN NE NN	0/-- 1/UC 7/SB 3/NK 7/NG 7/SB 0/-- 9/MO 10/NK 7/SB 10/NK 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True gender=fem|*=True|num=pl gender=fem|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg
322433221063217152	positive	Sie sagt sie sieht aus wie die linke :D nein = like! ja= kommi O_o! http://t.co/yj2LPyUZnf	Sie sagen sie sehen aus wie die links :D nein = like! ja= kommi O_o! http://t.co/yj2LPyUZnf	PPER VVFIN PPER VVFIN PTKVZ KOKOM ART ADJA NN PTKANT $( ADJA ADJA ADJA NN NN	2/SB 0/-- 4/SB 2/OC 4/SVP 9/CM 9/NK 9/NK 4/MO 12/MO 10/-- 9/NK 0/-- 15/NK 13/PAR 0/--	case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|EmoExpression::markable_7::EmoExpression=True|EmoExpression::markable_7::Uncertain=false|EmoExpression::markable_7::Intensity=medium|EmoExpression::markable_7::SubjectiveFact=false|gender=fem|EmoExpression::markable_7::Sarcasm=false|EmoExpression::markable_7::Polarity=positive|num=sg _ _ _ _ _ _ case=nom|gender=masc|num=sg
333775767660032000	positive	@Flauschpolizei @Afelia Hätten die Ur-Piraten das vor 2006 gesagt, wären die meisten immer noch Mitglieder der SPD, FDP oder Grünen. :)	@Flauschpolizei @Afelia haben die Ur-Piraten die vor @card@ gesagt, sein die meist immer noch Mitglied die SPD, FDP oder Grünen. :)	NN NE VAFIN ART NN ART APPR CARD NE VAFIN ART PIAT ADV ADV NN ART NE NE KON NE ADJA	0/-- 0/-- 0/-- 5/NK 3/SB 9/NK 9/MO 7/NK 10/PD 3/CJ 15/NK 15/NK 14/MO 15/MO 10/SB 18/NK 18/PNC 15/AG 18/CD 19/CJ 0/--	case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg pers=3|num=pl|tense=past|mood=subj case=nom|*=True|num=pl case=nom|*=True|num=pl case=acc|gender=neut|num=sg _ _ _ pers=3|num=pl|tense=past|mood=subj case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ _ case=nom|gender=neut|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=gen|*=True|num=sg EmoExpression::markable_9::Uncertain=false|EmoExpression::markable_9::Polarity=positive|EmoExpression::markable_9::Sarcasm=false|EmoExpression::markable_9::Intensity=medium|EmoExpression::markable_9::SubjectiveFact=false|EmoExpression::markable_9::EmoExpression=True
334073653752893440	neutral	RT @tobiasraff: Bitte hört Euch dieses Interview mit @jenanmoussa an! http://t.co/9IOGws91pQ #syrien	RT @tobiasraff: Bitte hören ihr dies Interview mit @jenanmoussa an! http://t.co/9IOGws91pQ #syrien	NE ADJA NN VVFIN PPER PDAT NN APPR NN NN NE ADJA	0/-- 1/PNC 4/SB 0/-- 4/DA 7/NK 4/OA 7/MNR 8/NK 0/-- 0/-- 11/UC	case=nom|*=True|num=sg *=True|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl|pers=2 case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=nom|*=True|num=pl case=nom|*=True|num=pl|pos=True
335871246409539585	negative	Putin flippt jetzt am Bildschirm bestimmt aus, erst küssen sich zwei Frauen, jetzt zwei Männer ;) #esc	Putin flippen jetzt an Bildschirm bestimmen aus, erst küssen sich zwei Frauen, jetzt zwei Mann ;) #esc	NE VVFIN ADV APPRART NN VVFIN NE ADV VVFIN PRF CARD NN ADV CARD NN ADJA NN	2/SB 0/-- 2/MO 6/MO 4/NK 17/NK 6/OA 9/MO 6/PAR 9/OA 12/NK 9/SB 9/MO 15/NK 9/SB 17/NK 2/OA	case=nom|Source::markable_12::Anaphref=empty|Source::markable_12::Source=True|*=True|Sentiment::markable_11::Polarity=negative|num=sg|Sentiment::markable_11::Intensity=medium|Sentiment::markable_11::Sentiment=True|Sentiment::markable_11::Sarcasm=false mood=ind|EmoExpression::markable_13::EmoExpression=True|Sentiment::markable_11::Sentiment=True|pers=3|num=sg|tense=pres|EmoExpression::markable_13::Polarity=negative|EmoExpression::markable_13::Uncertain=false|EmoExpression::markable_13::Intensity=strong|EmoExpression::markable_13::Sarcasm=false|EmoExpression::markable_13::SubjectiveFact=false Sentiment::markable_11::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_11::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_11::Sentiment=True Sentiment::markable_11::Sentiment=True Sentiment::markable_11::Sentiment=True Target::markable_14::Target=True|Target::markable_14::Preferred=true|Target::markable_14::Anaphref=empty|Sentiment::markable_11::Sentiment=True pers=3|Target::markable_14::Target=True|num=pl|tense=pres|mood=ind|Sentiment::markable_11::Sentiment=True case=acc|pers=3|num=pl|Target::markable_14::Target=True|Sentiment::markable_11::Sentiment=True Target::markable_14::Target=True|Sentiment::markable_11::Sentiment=True case=nom|gender=masc|num=pl|Sentiment::markable_11::Sentiment=True Target::markable_15::Preferred=true|Target::markable_15::Target=True|Target::markable_15::Anaphref=empty|Sentiment::markable_11::Sentiment=True Sentiment::markable_11::Sentiment=True|Target::markable_15::Target=True case=nom|gender=masc|num=pl|Sentiment::markable_11::Sentiment=True|Target::markable_15::Target=True case=nom|EmoExpression::markable_10::Intensity=medium|gender=masc|pos=True|EmoExpression::markable_10::EmoExpression=True|EmoExpression::markable_10::Uncertain=false|num=pl|EmoExpression::markable_10::Polarity=positive|EmoExpression::markable_10::Sarcasm=false|Sentiment::markable_11::Sentiment=True|EmoExpression::markable_10::SubjectiveFact=false case=nom|gender=masc|num=pl
