321316308681650176	positive	@Aimar_HH wenn du den Tweet davor liest dann weist du wen ich meine ;-)	@Aimar_HH wenn du die Tweet davor lesen dann weisen du wer ich mein ;-)	NN KOUS PPER ART NN PAV VVFIN ADV VVFIN PPER PWS PPER PPOSAT $(	0/-- 7/CP 7/SB 5/NK 7/OA 5/NK 9/MO 7/MO 0/-- 9/SB 9/OA 9/SB 9/DA 13/--	case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 case=acc|gender=fem|num=sg EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
322245440789688320	positive	sali-sali den hahaha na kay sam ung form :) mehehe. @omgmarvey	sali-sali die hahaha na Kay sam ung formen :) mehehe. @omgmarvey	NN ART NN ITJ NE ADJA NN VVIMP ADJA ADJA NN	9/MO 3/NK 9/OA 5/NK 3/NK 7/NK 8/OA 3/NK 0/-- 9/MO 0/--	pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|EmoExpression::markable_100500178::Polarity=positive|EmoExpression::markable_100500178::Sarcasm=false|num=sg|EmoExpression::markable_100500178::Uncertain=false|EmoExpression::markable_100500178::Intensity=medium|EmoExpression::markable_100500178::SubjectiveFact=false|EmoExpression::markable_100500178::EmoExpression=True _ _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=fem|pos=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::EmoExpression=True case=acc|gender=fem|num=sg|pos=True _
322455697713414144	positive	@weihnachtshasen Was schaut ihr da an? Die hochgeklappten Bordsteine? ;-)	@weihnachtshasen was schauen ihr da an? die hochgeklappt Bordsteine? ;-)	NN PIS VVFIN PPER ADV NN ART ADJA NN $(	0/-- 3/SB 0/-- 3/DA 3/MO 3/OA 9/NK 9/NK 0/-- 0/--	_ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 _ case=acc|gender=masc|num=sg case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false
322702671477886977	positive	@NJOYDE spielt bitte mal von Cimorelli Believe it :-) @Cimorelliband	@NJOYDE spielen bitte mal von Cimorelli Believe it :-) @Cimorelliband	NN VVFIN ADV ADV APPR NE NN FM $( NN	0/-- 0/-- 2/MO 2/MO 2/MO 5/NK 2/OA 2/OA 8/-- 8/CJ	_ pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::Polarity=positive|EmoExpression::markable_4::EmoExpression=True _
327129371385143297	negative	RT @Wohnprinz: :-( Kann keine Youtube Videos sehen..... Videos laden nur den Anfang und dann war es das...	RT @Wohnprinz: :-( können keine Youtube Video sehen..... Video laden nur die Anfang und dann sein es das...	NE NN $( VVFIN PIAT NN NN ADJA NN VVFIN ADV ART NN KON ADV VAFIN PPER ADJA	2/PNC 0/-- 4/-- 0/-- 6/NK 4/SB 6/NK 4/MO 10/SB 0/-- 13/MO 13/NK 10/OA 10/CD 16/MO 14/CJ 16/SB 16/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg Sentiment::markable_5::Polarity=negative|Sentiment::markable_5::Sarcasm=false|Sentiment::markable_5::Intensity=medium|EmoExpression::markable_6::SubjectiveFact=false|Sentiment::markable_5::Sentiment=True|EmoExpression::markable_6::Sarcasm=false|EmoExpression::markable_6::Uncertain=false|EmoExpression::markable_6::Intensity=medium|EmoExpression::markable_6::EmoExpression=True|EmoExpression::markable_6::Polarity=negative mood=ind|Target::markable_7::Preferred=true|Sentiment::markable_5::Sentiment=True|pers=3|num=sg|tense=pres|Target::markable_7::Target=True|Target::markable_7::Anaphref=empty case=nom|gender=fem|num=sg|Sentiment::markable_5::Sentiment=True|Target::markable_7::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_5::Sentiment=True|Target::markable_7::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_5::Sentiment=True|Target::markable_7::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_5::Sentiment=True|sup=True case=nom|Target::markable_8::Target=True|num=pl|Target::markable_8::Anaphref=empty|gender=neut|Sentiment::markable_5::Sentiment=True|Target::markable_8::Preferred=true pers=3|Target::markable_8::Target=True|num=pl|tense=pres|mood=ind|Sentiment::markable_5::Sentiment=True Target::markable_8::Target=True|Sentiment::markable_5::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_8::Target=True|Sentiment::markable_5::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_8::Target=True|Sentiment::markable_5::Sentiment=True Target::markable_8::Target=True|Sentiment::markable_5::Sentiment=True Target::markable_8::Target=True|Sentiment::markable_5::Sentiment=True pers=3|Target::markable_8::Target=True|num=sg|tense=past|mood=ind|Sentiment::markable_5::Sentiment=True case=nom|pers=3|num=sg|gender=neut|Sentiment::markable_5::Sentiment=True|Target::markable_8::Target=True case=acc|*=True|num=pl|Sentiment::markable_5::Sentiment=True|pos=True
326951251810058240	positive	@SonnykissJay mal schauen, aber ich tendiere doch eher zu Mars laut spielen :)	@SonnykissJay mal schauen, aber ich tendieren doch eher zu Mars laut spielen :)	NE ADV NE ADV PPER VVFIN ADV ADV APPR NN ADJD VVFIN ADJA	0/-- 3/MO 6/SB 3/MO 6/SB 0/-- 6/MO 6/MO 6/MO 9/NK 12/MO 6/CJ 12/SB	_ _ pos=True _ case=nom|Sentiment::markable_9::Intensity=medium|*=True|Source::markable_10::Source=True|pers=1|num=sg|Sentiment::markable_9::Sentiment=True|Sentiment::markable_9::Sarcasm=false|Source::markable_10::Anaphref=empty|Sentiment::markable_9::Polarity=positive EmoExpression::markable_11::Sarcasm=false|EmoExpression::markable_11::SubjectiveFact=false|mood=ind|EmoExpression::markable_11::EmoExpression=True|pers=1|EmoExpression::markable_11::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_11::Polarity=positive|Sentiment::markable_9::Sentiment=True|EmoExpression::markable_11::Uncertain=false Sentiment::markable_9::Sentiment=True Sentiment::markable_9::Sentiment=True EmoExpression::markable_11::EmoExpression=True|Sentiment::markable_9::Sentiment=True case=dat|Target::markable_12::Target=True|num=pl|Target::markable_12::Anaphref=empty|Sentiment::markable_9::Sentiment=True|gender=neut|Target::markable_12::Preferred=true Target::markable_12::Target=True|pos=True|Sentiment::markable_9::Sentiment=True pers=3|Target::markable_12::Target=True|num=pl|tense=pres|mood=ind|Sentiment::markable_9::Sentiment=True case=acc|EmoExpression::markable_13::EmoExpression=True|gender=masc|Sentiment::markable_9::Sentiment=True|pos=True|num=sg|EmoExpression::markable_13::Polarity=positive|EmoExpression::markable_13::Uncertain=false|EmoExpression::markable_13::Intensity=medium|EmoExpression::markable_13::Sarcasm=false|EmoExpression::markable_13::SubjectiveFact=false
328165984391278592	positive	RT @______Whatever: @_Verzaubert_ grüne Augen :-) lass die Brille auf haha.	RT @______Whatever: @_Verzaubert_ grün Auge :-) laß die Brille auf haha.	NE ADJA NN ADJA NN $( ADJD ART NN APPR NE	0/-- 1/PNC 0/-- 5/NK 0/-- 5/-- 9/MO 9/NK 5/PAR 9/MNR 10/NK	case=nom|*=True|num=sg Sentiment::markable_14::Sentiment=True|*=True|pos=True case=nom|Sentiment::markable_14::Sentiment=True|EmoExpression::markable_15::Intensity=medium|EmoExpression::markable_15::SubjectiveFact=false|gender=neut|EmoExpression::markable_15::Uncertain=false|EmoExpression::markable_15::Polarity=positive|num=sg|EmoExpression::markable_15::EmoExpression=True|EmoExpression::markable_15::Sarcasm=false case=nom|Sentiment::markable_14::Sentiment=True|Target::markable_16::Target=True|gender=fem|Target::markable_16::Anaphref=empty|pos=True|num=pl|Target::markable_16::Preferred=true case=nom|gender=fem|Sentiment::markable_14::Sentiment=True|num=pl|Target::markable_16::Target=True EmoExpression::markable_17::SubjectiveFact=false|Sentiment::markable_14::Sentiment=True|EmoExpression::markable_17::Polarity=positive|EmoExpression::markable_17::EmoExpression=True|EmoExpression::markable_17::Sarcasm=false|EmoExpression::markable_17::Uncertain=false|EmoExpression::markable_17::Intensity=medium Sentiment::markable_14::Sentiment=True case=acc|gender=masc|Sentiment::markable_14::Sentiment=True|num=pl case=acc|gender=masc|Sentiment::markable_14::Sentiment=True|num=pl Sentiment::markable_14::Sentiment=True case=acc|gender=neut|Sentiment::markable_14::Sentiment=True|num=sg
328438927369314304	positive	@DeleanorrieLuv wo sie sih vor dem eifelturm küssen? *-*	@DeleanorrieLuv wo sie sih vor die Eifelturm küssen? *-*	NN PWAV PPER NE APPR ART NN ADJA XY	0/-- 8/MO 8/SB 8/AG 8/MO 7/NK 5/NK 0/-- 0/--	case=nom|gender=masc|num=sg _ case=nom|*=True|num=pl|pers=3 case=gen|*=True _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|comp=True EmoExpression::markable_100500181::Intensity=medium|EmoExpression::markable_18::SubjectiveFact=false|EmoExpression::markable_100500181::Polarity=positive|EmoExpression::markable_18::Intensity=medium|EmoExpression::markable_100500181::Sarcasm=false|EmoExpression::markable_100500181::Uncertain=false|EmoExpression::markable_18::EmoExpression=True|EmoExpression::markable_18::Uncertain=false|EmoExpression::markable_100500181::SubjectiveFact=false|EmoExpression::markable_18::Polarity=positive|EmoExpression::markable_18::Sarcasm=false|EmoExpression::markable_100500181::EmoExpression=True
327088475000168450	positive	Noch mehr Indie geht nicht. Eine Fläche und Rechtecke :) #ThomasWasAlone http://t.co/Kx4YuZweTG	noch mehr Indie gehen nicht. eine Fläche und Rechteck :) #ThomasWasAlone http://t.co/Kx4YuZweTG	ADV PIAT NN VVFIN NE ART NN KON NN ADJA NN NE	2/MO 3/NK 4/OA 0/-- 4/DA 7/NK 0/-- 7/CD 8/CJ 11/NK 7/APP 11/NK	_ *=True case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_19::Uncertain=false|gender=fem|EmoExpression::markable_19::Sarcasm=false|pos=True|EmoExpression::markable_19::EmoExpression=True|num=sg|EmoExpression::markable_19::Intensity=medium|EmoExpression::markable_19::SubjectiveFact=false|EmoExpression::markable_19::Polarity=positive case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
328268151030685696	positive	geh schlafen :) &amp; vergesst morgen unser Treffen nicht xD 15:00! :) auf http://t.co/FFklAJsVj4 Nacht :)	gehen schlafen :) &amp; vergessen morgen unser Treffen nicht xD 15:00! :) auf http://t.co/FFklAJsVj4 Nacht :)	VVIMP VVFIN NN $( VVFIN ADV PPOSAT NN PTKNEG ADJA NN ADJD APPR CARD NN ADJD	3/PNC 3/NK 5/SB 3/-- 0/-- 5/MO 8/NK 5/OA 10/NG 11/NK 8/NK 0/-- 12/MO 15/NK 13/NK 15/MNR	_ _ EmoExpression::markable_21::EmoExpression=True|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=positive|EmoExpression::markable_21::Sarcasm=false|EmoExpression::markable_21::Intensity=medium _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|EmoExpression::markable_23::SubjectiveFact=false|gender=neut|pos=True|EmoExpression::markable_23::Uncertain=false|num=sg|EmoExpression::markable_23::EmoExpression=True|EmoExpression::markable_23::Intensity=medium|EmoExpression::markable_23::Polarity=positive|EmoExpression::markable_23::Sarcasm=false case=nom|gender=neut|num=sg EmoExpression::markable_100500182::Intensity=medium|EmoExpression::markable_100500182::Sarcasm=false|EmoExpression::markable_100500182::SubjectiveFact=false|EmoExpression::markable_100500182::EmoExpression=True|pos=True|EmoExpression::markable_100500182::Uncertain=false|EmoExpression::markable_100500182::Polarity=positive _ _ case=acc|gender=fem|num=sg EmoExpression::markable_100500183::EmoExpression=True|EmoExpression::markable_100500183::Uncertain=false|EmoExpression::markable_100500183::Sarcasm=false|EmoExpression::markable_100500183::Intensity=medium|EmoExpression::markable_100500183::SubjectiveFact=false|EmoExpression::markable_100500183::Polarity=positive
318768057747124225	positive	@manniac also bei uns war/ist heute Sonnenschein und blauer Himmel.. :) http://t.co/ilovLGqERJ	@manniac also bei wir war/ist heute Sonnenschein und blau Himmel.. :) http://t.co/ilovLGqERJ	NN ADV APPR PPER VVFIN ADV NN KON ADJA NN ADJA NN	0/-- 3/MO 5/MO 3/NK 0/-- 5/MO 5/DA 7/CD 10/NK 8/CJ 12/NK 0/--	case=nom|gender=masc|num=sg _ Sentiment::markable_24::Intensity=medium|Sentiment::markable_24::Sarcasm=false|Sentiment::markable_24::Polarity=positive|Sentiment::markable_24::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_24::Sentiment=True|pers=1 Target::markable_26::Anaphref=empty|mood=ind|Target::markable_26::Preferred=true|pers=3|Sentiment::markable_24::Sentiment=True|num=sg|tense=pres|Target::markable_26::Target=True Sentiment::markable_24::Sentiment=True|Target::markable_26::Target=True case=dat|gender=masc|num=sg|Target::markable_26::Target=True|Sentiment::markable_24::Sentiment=True Sentiment::markable_24::Sentiment=True|Target::markable_26::Target=True case=dat|Sentiment::markable_24::Sentiment=True|num=sg|gender=fem|Target::markable_26::Target=True|pos=True case=dat|gender=fem|num=sg|Sentiment::markable_24::Sentiment=True Sentiment::markable_24::Sentiment=True|EmoExpression::markable_25::Intensity=medium|EmoExpression::markable_25::Polarity=positive|EmoExpression::markable_25::Sarcasm=false|EmoExpression::markable_25::SubjectiveFact=false|EmoExpression::markable_25::Uncertain=false|EmoExpression::markable_25::EmoExpression=True _
