321316308681650176	positive	wenn du den Tweet davor liest dann weist du wen ich meine %PosSmiley	wenn du die Tweet davor lesen dann weisen du wer ich mein %PosSmiley	KOUS PPER ART NN PAV VVFIN ADV VVFIN PPER PWS PPER PPOSAT ITJ	6/CP 6/SB 4/NK 6/OA 4/NK 8/MO 6/MO 0/-- 8/SB 8/OA 8/SB 13/NK 8/DM	_ case=nom|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|gender=fem|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|num=sg|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Intensity=medium
322245440789688320	positive	sali-sali den %PosSmiley na kay sam ung form %PosSmiley mehehe.	sali-sali die %PosSmiley na Kay sam ung formen %PosSmiley mehehe.	NN ART ITJ ITJ NE ADJA NN VVIMP ITJ ADJA	10/MO 7/NK 5/NK 5/NK 7/NK 7/NK 10/OA 7/NK 8/NK 0/--	pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|EmoExpression::markable_100500178::Polarity=positive|EmoExpression::markable_100500178::Sarcasm=false|num=sg|EmoExpression::markable_100500178::Uncertain=false|EmoExpression::markable_100500178::Intensity=medium|EmoExpression::markable_100500178::SubjectiveFact=false|EmoExpression::markable_100500178::EmoExpression=True _ _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=pl|pos=True
322455697713414144	positive	Was schaut ihr da an? Die hochgeklappten Bordsteine? %PosSmiley	was schauen ihr da an? die hochgeklappt Bordsteine? %PosSmiley	PIS VVFIN PPER ADV NN ART ADJA NN ITJ	2/SB 0/-- 2/DA 2/MO 2/OA 8/NK 8/NK 0/-- 8/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 _ case=acc|gender=masc|num=sg case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=nom|EmoExpression::markable_3::EmoExpression=True|gender=fem|EmoExpression::markable_3::SubjectiveFact=false|pos=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Intensity=medium|num=pl|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Uncertain=false
322702671477886977	positive	%User spielt bitte mal von Cimorelli Believe it %PosSmiley %User	%User spielen bitte mal von Cimorelli Believe it %PosSmiley %User	NE VVFIN ADV ADV APPR NE NN FM ITJ NE	2/SB 0/-- 2/MO 2/MO 2/MO 7/PNC 5/NK 10/PNC 10/NK 7/NK	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::Polarity=positive|EmoExpression::markable_4::EmoExpression=True _
327129371385143297	negative	%NegSmiley Kann keine Youtube Videos sehen... Videos laden nur den Anfang und dann war es das...	%NegSmiley können keine Youtube Video sehen... Video laden nur die Anfang und dann sein es das...	ITJ VMFIN PIAT NN NN ADJA NN VVFIN ADV ART NN KON ADV VAFIN PPER ADJA	2/DM 0/-- 4/NK 2/SB 4/NK 2/MO 8/SB 0/-- 11/MO 11/NK 8/OA 8/CD 14/MO 12/CJ 14/SB 14/MO	Sentiment::markable_5::Polarity=negative|Sentiment::markable_5::Sarcasm=false|Sentiment::markable_5::Intensity=medium|EmoExpression::markable_6::SubjectiveFact=false|Sentiment::markable_5::Sentiment=True|EmoExpression::markable_6::Sarcasm=false|EmoExpression::markable_6::Uncertain=false|EmoExpression::markable_6::Intensity=medium|EmoExpression::markable_6::EmoExpression=True|EmoExpression::markable_6::Polarity=negative mood=ind|Target::markable_7::Preferred=true|Sentiment::markable_5::Sentiment=True|pers=3|num=sg|tense=pres|Target::markable_7::Target=True|Target::markable_7::Anaphref=empty case=nom|gender=fem|num=sg|Sentiment::markable_5::Sentiment=True|Target::markable_7::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_5::Sentiment=True|Target::markable_7::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_5::Sentiment=True|Target::markable_7::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_5::Sentiment=True case=nom|Target::markable_8::Target=True|num=pl|Target::markable_8::Anaphref=empty|gender=neut|Sentiment::markable_5::Sentiment=True|Target::markable_8::Preferred=true pers=3|Target::markable_8::Target=True|num=pl|tense=pres|mood=ind|Sentiment::markable_5::Sentiment=True Target::markable_8::Target=True|Sentiment::markable_5::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_8::Target=True|Sentiment::markable_5::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_8::Target=True|Sentiment::markable_5::Sentiment=True Target::markable_8::Target=True|Sentiment::markable_5::Sentiment=True Target::markable_8::Target=True|Sentiment::markable_5::Sentiment=True pers=3|Target::markable_8::Target=True|num=sg|tense=past|mood=ind|Sentiment::markable_5::Sentiment=True case=nom|pers=3|num=sg|gender=neut|Sentiment::markable_5::Sentiment=True|Target::markable_8::Target=True case=acc|*=True|num=pl|Sentiment::markable_5::Sentiment=True|pos=True
326951251810058240	positive	mal schauen, aber ich tendiere doch eher zu Mars laut spielen %PosSmiley	mal schauen, aber ich tendieren doch eher zu Mars laut spielen %PosSmiley	ADV NE ADV PPER VVFIN ADV ADV APPR NN ADJD VVFIN ITJ	2/MO 5/SB 2/MO 5/SB 0/-- 5/MO 5/MO 5/MO 8/NK 11/MO 5/CJ 11/DM	_ pos=True _ case=nom|Sentiment::markable_9::Intensity=medium|*=True|Source::markable_10::Source=True|pers=1|num=sg|Sentiment::markable_9::Sentiment=True|Sentiment::markable_9::Sarcasm=false|Source::markable_10::Anaphref=empty|Sentiment::markable_9::Polarity=positive EmoExpression::markable_11::Sarcasm=false|EmoExpression::markable_11::SubjectiveFact=false|mood=ind|EmoExpression::markable_11::EmoExpression=True|pers=1|EmoExpression::markable_11::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_11::Polarity=positive|Sentiment::markable_9::Sentiment=True|EmoExpression::markable_11::Uncertain=false Sentiment::markable_9::Sentiment=True Sentiment::markable_9::Sentiment=True EmoExpression::markable_11::EmoExpression=True|Sentiment::markable_9::Sentiment=True case=dat|Target::markable_12::Target=True|num=pl|Target::markable_12::Anaphref=empty|Sentiment::markable_9::Sentiment=True|gender=neut|Target::markable_12::Preferred=true Target::markable_12::Target=True|pos=True|Sentiment::markable_9::Sentiment=True pers=3|Target::markable_12::Target=True|num=pl|tense=pres|mood=ind|Sentiment::markable_9::Sentiment=True EmoExpression::markable_13::Polarity=positive|EmoExpression::markable_13::EmoExpression=True|EmoExpression::markable_13::Uncertain=false|EmoExpression::markable_13::Intensity=medium|EmoExpression::markable_13::Sarcasm=false|EmoExpression::markable_13::SubjectiveFact=false|Sentiment::markable_9::Sentiment=True
328165984391278592	positive	grüne Augen %PosSmiley lass die Brille auf haha.	grün Auge %PosSmiley laß die Brille auf haha.	ADJA NN ITJ ADJD ART NN APPR NE	2/NK 0/-- 4/DM 2/MNR 6/NK 4/CC 6/MNR 7/NK	case=nom|Sentiment::markable_14::Sentiment=True|Target::markable_16::Target=True|gender=fem|Target::markable_16::Anaphref=empty|pos=True|num=pl|Target::markable_16::Preferred=true case=nom|gender=fem|Sentiment::markable_14::Sentiment=True|num=pl|Target::markable_16::Target=True EmoExpression::markable_17::SubjectiveFact=false|Sentiment::markable_14::Sentiment=True|EmoExpression::markable_17::Polarity=positive|EmoExpression::markable_17::EmoExpression=True|EmoExpression::markable_17::Sarcasm=false|EmoExpression::markable_17::Uncertain=false|EmoExpression::markable_17::Intensity=medium Sentiment::markable_14::Sentiment=True case=acc|gender=masc|Sentiment::markable_14::Sentiment=True|num=pl case=acc|gender=masc|Sentiment::markable_14::Sentiment=True|num=pl Sentiment::markable_14::Sentiment=True case=acc|gender=neut|Sentiment::markable_14::Sentiment=True|num=sg
328438927369314304	positive	wo sie sih vor dem eifelturm küssen? *-*	wo sie sih vor die Eifelturm küssen? *-*	PWAV PPER NE APPR ART NN ADJA XY	7/MO 7/SB 7/AG 7/MO 6/NK 4/NK 0/-- 0/--	_ case=nom|*=True|num=pl|pers=3 case=gen|*=True _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|comp=True EmoExpression::markable_100500181::Intensity=medium|EmoExpression::markable_18::SubjectiveFact=false|EmoExpression::markable_100500181::Polarity=positive|EmoExpression::markable_18::Intensity=medium|EmoExpression::markable_100500181::Sarcasm=false|EmoExpression::markable_100500181::Uncertain=false|EmoExpression::markable_18::EmoExpression=True|EmoExpression::markable_18::Uncertain=false|EmoExpression::markable_100500181::SubjectiveFact=false|EmoExpression::markable_18::Polarity=positive|EmoExpression::markable_18::Sarcasm=false|EmoExpression::markable_100500181::EmoExpression=True
327088475000168450	positive	Noch mehr Indie geht nicht. Eine Fläche und Rechtecke %PosSmiley ThomasWasAlone	noch mehr Indie gehen nicht. eine Fläche und Rechteck %PosSmiley ThomasWasAlone	ADV PIAT NN VVFIN NE ART NN KON NN ITJ NN	2/MO 3/NK 4/OA 0/-- 4/DA 7/NK 0/-- 7/CD 8/CJ 11/NK 7/CJ	_ *=True case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_19::Uncertain=false|gender=fem|EmoExpression::markable_19::Sarcasm=false|pos=True|EmoExpression::markable_19::EmoExpression=True|num=sg|EmoExpression::markable_19::Intensity=medium|EmoExpression::markable_19::SubjectiveFact=false|EmoExpression::markable_19::Polarity=positive case=nom|gender=fem|num=sg
328268151030685696	positive	geh schlafen %PosSmiley &amp; vergesst morgen unser Treffen nicht %PosSmiley 15:00! %PosSmiley auf %Link Nacht %PosSmiley	gehen schlafen %PosSmiley &amp; vergessen morgen unser Treffen nicht %PosSmiley 15:00! %PosSmiley auf %Link Nacht %PosSmiley	VVIMP VVINF ITJ $( VVFIN ADV PPOSAT NN PTKNEG ITJ NN ITJ PTKVZ XY NN ITJ	2/MO 3/NK 5/DM 3/-- 0/-- 5/MO 8/NK 5/OA 5/NG 11/NK 5/OA 11/NK 0/-- 0/-- 13/NK 13/NK	_ _ EmoExpression::markable_21::EmoExpression=True|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=positive|EmoExpression::markable_21::Sarcasm=false|EmoExpression::markable_21::Intensity=medium _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ EmoExpression::markable_100500182::Intensity=medium|EmoExpression::markable_100500182::Sarcasm=false|EmoExpression::markable_100500182::SubjectiveFact=false|EmoExpression::markable_100500182::EmoExpression=True|EmoExpression::markable_100500182::Uncertain=false|EmoExpression::markable_100500182::Polarity=positive _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500183::Uncertain=false|gender=fem|EmoExpression::markable_100500183::Intensity=medium|num=sg|EmoExpression::markable_100500183::Sarcasm=false|EmoExpression::markable_100500183::EmoExpression=True|EmoExpression::markable_100500183::SubjectiveFact=false|EmoExpression::markable_100500183::Polarity=positive
318768057747124225	positive	also bei uns war/ist heute Sonnenschein und blauer Himmel.. %PosSmiley %Link	also bei wir war/ist heute Sonnenschein und blau Himmel.. %PosSmiley %Link	ADV APPR PPER VVFIN ADV NN KON ADJA NN ITJ XY	2/MO 4/MO 2/NK 0/-- 4/MO 4/DA 6/CD 9/NK 7/CJ 6/NK 0/--	_ Sentiment::markable_24::Intensity=medium|Sentiment::markable_24::Sarcasm=false|Sentiment::markable_24::Polarity=positive|Sentiment::markable_24::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_24::Sentiment=True|pers=1 Target::markable_26::Anaphref=empty|mood=ind|Target::markable_26::Preferred=true|pers=3|Sentiment::markable_24::Sentiment=True|num=sg|tense=pres|Target::markable_26::Target=True Sentiment::markable_24::Sentiment=True|Target::markable_26::Target=True case=dat|gender=masc|num=sg|Target::markable_26::Target=True|Sentiment::markable_24::Sentiment=True Sentiment::markable_24::Sentiment=True|Target::markable_26::Target=True case=dat|Sentiment::markable_24::Sentiment=True|num=sg|gender=fem|Target::markable_26::Target=True|pos=True case=dat|gender=fem|num=sg|Sentiment::markable_24::Sentiment=True Sentiment::markable_24::Sentiment=True|EmoExpression::markable_25::Intensity=medium|EmoExpression::markable_25::Polarity=positive|EmoExpression::markable_25::Sarcasm=false|EmoExpression::markable_25::SubjectiveFact=false|EmoExpression::markable_25::Uncertain=false|EmoExpression::markable_25::EmoExpression=True _
